,Date,Category,Prior Year Total,Current Year Total,Month,Year,Monthly Total
32,2011-09-01,Zuweisungen an Länder für ÖPNV,-5158,-5235,9,2011,-582.0
33,2011-10-01,Zuweisungen an Länder für ÖPNV,-5731,-5817,10,2011,-582.0
34,2011-11-01,Zuweisungen an Länder für ÖPNV,-6304,-6398,11,2011,-581.0
35,2011-12-01,Zuweisungen an Länder für ÖPNV,-6877,-6980,12,2011,-582.0
36,2012-01-01,Zuweisungen an Länder für ÖPNV,-582,-590,1,2012,-590.0
37,2012-02-01,Zuweisungen an Länder für ÖPNV,-1163,-1181,2,2012,-591.0
38,2012-03-01,Zuweisungen an Länder für ÖPNV,-1745,-1771,3,2012,-590.0
39,2012-04-01,Zuweisungen an Länder für ÖPNV,-2327,-2362,4,2012,-591.0
40,2012-05-01,Zuweisungen an Länder für ÖPNV,-2908,-2952,5,2012,-590.0
41,2012-06-01,Zuweisungen an Länder für ÖPNV,-3490,-3542,6,2012,-590.0
42,2012-07-01,Zuweisungen an Länder für ÖPNV,-4072,-4133,7,2012,-591.0
43,2012-08-01,Zuweisungen an Länder für ÖPNV,-4653,-4723,8,2012,-590.0
44,2012-09-01,Zuweisungen an Länder für ÖPNV,-5235,-5313,9,2012,-590.0
45,2012-10-01,Zuweisungen an Länder für ÖPNV,-5817,-5904,10,2012,-591.0
46,2012-11-01,Zuweisungen an Länder für ÖPNV,-6398,-6494,11,2012,-590.0
47,2012-12-01,Zuweisungen an Länder für ÖPNV,-6980,-7085,12,2012,-591.0
48,2013-01-01,Zuweisungen an Länder für ÖPNV,-590,-599,1,2013,-599.0
49,2013-02-01,Zuweisungen an Länder für ÖPNV,-1181,-1198,2,2013,-599.0
50,2013-03-01,Zuweisungen an Länder für ÖPNV,-1771,-1798,3,2013,-600.0
51,2013-04-01,Zuweisungen an Länder für ÖPNV,-2362,-2397,4,2013,-599.0
52,2013-05-01,Zuweisungen an Länder für ÖPNV,-2952,-2996,5,2013,-599.0
53,2013-06-01,Zuweisungen an Länder für ÖPNV,-3542,-3595,6,2013,-599.0
54,2013-07-01,Zuweisungen an Länder für ÖPNV,-4133,-4195,7,2013,-600.0
55,2013-08-01,Zuweisungen an Länder für ÖPNV,-4723,-4794,8,2013,-599.0
56,2013-09-01,Zuweisungen an Länder für ÖPNV,-5313,-5393,9,2013,-599.0
57,2013-10-01,Zuweisungen an Länder für ÖPNV,-5904,-5992,10,2013,-599.0
58,2013-11-01,Zuweisungen an Länder für ÖPNV,-6494,-6592,11,2013,-600.0
59,2013-12-01,Zuweisungen an Länder für ÖPNV,-7085,-7191,12,2013,-599.0
60,2014-01-01,Zuweisungen an Länder für ÖPNV,-599,-608,1,2014,-608.0
61,2014-02-01,Zuweisungen an Länder für ÖPNV,-1198,-1216,2,2014,-608.0
62,2014-03-01,Zuweisungen an Länder für ÖPNV,-1798,-1825,3,2014,-609.0
63,2014-04-01,Zuweisungen an Länder für ÖPNV,-2397,-2433,4,2014,-608.0
64,2014-05-01,Zuweisungen an Länder für ÖPNV,-2996,-3041,5,2014,-608.0
65,2014-06-01,Zuweisungen an Länder für ÖPNV,-3595,-3649,6,2014,-608.0
66,2014-07-01,Zuweisungen an Länder für ÖPNV,-4195,-4258,7,2014,-609.0
67,2014-08-01,Zuweisungen an Länder für ÖPNV,-4794,-4866,8,2014,-608.0
68,2014-09-01,Zuweisungen an Länder für ÖPNV,-5393,-5474,9,2014,-608.0
69,2014-10-01,Zuweisungen an Länder für ÖPNV,-5992,-6082,10,2014,-608.0
70,2014-11-01,Zuweisungen an Länder für ÖPNV,-6592,-6691,11,2014,-609.0
71,2014-12-01,Zuweisungen an Länder für ÖPNV,-7191,-7299,12,2014,-608.0
72,2015-01-01,Zuweisungen an Länder für ÖPNV,-608,-608,1,2015,-608.0
73,2015-02-01,Zuweisungen an Länder für ÖPNV,-1216,-1216,2,2015,-608.0
74,2015-03-01,Zuweisungen an Länder für ÖPNV,-1825,-1825,3,2015,-609.0
75,2015-04-01,Zuweisungen an Länder für ÖPNV,-2433,-2433,4,2015,-608.0
76,2015-05-01,Zuweisungen an Länder für ÖPNV,-3041,-3041,5,2015,-608.0
77,2015-06-01,Zuweisungen an Länder für ÖPNV,-3649,-3649,6,2015,-608.0
78,2015-07-01,Zuweisungen an Länder für ÖPNV,-4258,-4258,7,2015,-609.0
79,2015-08-01,Zuweisungen an Länder für ÖPNV,-4866,-4866,8,2015,-608.0
80,2015-09-01,Zuweisungen an Länder für ÖPNV,-5474,-5474,9,2015,-608.0
81,2015-10-01,Zuweisungen an Länder für ÖPNV,-6082,-6082,10,2015,-608.0
82,2015-11-01,Zuweisungen an Länder für ÖPNV,-6691,-6691,11,2015,-609.0
83,2015-12-01,Zuweisungen an Länder für ÖPNV,-7299,-7408,12,2015,-717.0
84,2016-01-01,Zuweisungen an Länder für ÖPNV,-608,-617,1,2016,-617.0
85,2016-02-01,Zuweisungen an Länder für ÖPNV,-1216,-1235,2,2016,-618.0
86,2016-03-01,Zuweisungen an Länder für ÖPNV,-1825,-1852,3,2016,-617.0
87,2016-04-01,Zuweisungen an Länder für ÖPNV,-2433,-2469,4,2016,-617.0
88,2016-05-01,Zuweisungen an Länder für ÖPNV,-3041,-3087,5,2016,-618.0
89,2016-06-01,Zuweisungen an Länder für ÖPNV,-3649,-3704,6,2016,-617.0
90,2016-07-01,Zuweisungen an Länder für ÖPNV,-4258,-4321,7,2016,-617.0
91,2016-08-01,Zuweisungen an Länder für ÖPNV,-4866,-4939,8,2016,-618.0
92,2016-09-01,Zuweisungen an Länder für ÖPNV,-5474,-5556,9,2016,-617.0
93,2016-10-01,Zuweisungen an Länder für ÖPNV,-6082,-6174,10,2016,-618.0
94,2016-11-01,Zuweisungen an Länder für ÖPNV,-6691,-6791,11,2016,-617.0
95,2016-12-01,Zuweisungen an Länder für ÖPNV,-7408,-8200,12,2016,-1409.0
96,2017-01-01,Zuweisungen an Länder für ÖPNV,-617,-696,1,2017,-696.0
97,2017-02-01,Zuweisungen an Länder für ÖPNV,-1235,-1391,2,2017,-695.0
98,2017-03-01,Zuweisungen an Länder für ÖPNV,-1852,-2087,3,2017,-696.0
99,2017-04-01,Zuweisungen an Länder für ÖPNV,-2469,-2783,4,2017,-696.0
100,2017-05-01,Zuweisungen an Länder für ÖPNV,-3087,-3478,5,2017,-695.0
101,2017-06-01,Zuweisungen an Länder für ÖPNV,-3704,-4174,6,2017,-696.0
102,2017-07-01,Zuweisungen an Länder für ÖPNV,-4321,-4869,7,2017,-695.0
103,2017-08-01,Zuweisungen an Länder für ÖPNV,-4939,-5565,8,2017,-696.0
104,2017-09-01,Zuweisungen an Länder für ÖPNV,-5556,-6261,9,2017,-696.0
105,2017-10-01,Zuweisungen an Länder für ÖPNV,-6174,-6956,10,2017,-695.0
106,2017-11-01,Zuweisungen an Länder für ÖPNV,-6791,-7652,11,2017,-696.0
107,2017-12-01,Zuweisungen an Länder für ÖPNV,-8200,-8348,12,2017,-696.0
108,2018-01-01,Zuweisungen an Länder für ÖPNV,-696,-708,1,2018,-708.0
109,2018-02-01,Zuweisungen an Länder für ÖPNV,-1391,-1416,2,2018,-708.0
110,2018-03-01,Zuweisungen an Länder für ÖPNV,-2087,-2124,3,2018,-708.0
111,2018-04-01,Zuweisungen an Länder für ÖPNV,-2783,-2833,4,2018,-709.0
112,2018-05-01,Zuweisungen an Länder für ÖPNV,-3478,-3541,5,2018,-708.0
113,2018-06-01,Zuweisungen an Länder für ÖPNV,-4174,-4249,6,2018,-708.0
114,2018-07-01,Zuweisungen an Länder für ÖPNV,-4869,-4957,7,2018,-708.0
115,2018-08-01,Zuweisungen an Länder für ÖPNV,-5565,-5665,8,2018,-708.0
116,2018-09-01,Zuweisungen an Länder für ÖPNV,-6261,-6373,9,2018,-708.0
117,2018-10-01,Zuweisungen an Länder für ÖPNV,-6956,-7082,10,2018,-709.0
118,2018-11-01,Zuweisungen an Länder für ÖPNV,-7652,-7790,11,2018,-708.0
119,2018-12-01,Zuweisungen an Länder für ÖPNV,-8348,-8498,12,2018,-708.0
