,Date,Category,Prior Year Total,Current Year Total,Month,Year,Monthly Total
106,2017-11-01,Kaffeesteuer,939,949,11,2017,94.0
107,2017-12-01,Kaffeesteuer,1040,1057,12,2017,108.0
108,2018-01-01,Kaffeesteuer,96,90,1,2018,90.0
109,2018-02-01,Kaffeesteuer,170,167,2,2018,77.0
110,2018-03-01,Kaffeesteuer,249,243,3,2018,76.0
111,2018-04-01,Kaffeesteuer,347,341,4,2018,98.0
112,2018-05-01,Kaffeesteuer,428,420,5,2018,79.0
113,2018-06-01,Kaffeesteuer,518,503,6,2018,83.0
114,2018-07-01,Kaffeesteuer,596,583,7,2018,80.0
115,2018-08-01,Kaffeesteuer,672,665,8,2018,82.0
116,2018-09-01,Kaffeesteuer,763,750,9,2018,85.0
117,2018-10-01,Kaffeesteuer,855,836,10,2018,86.0
118,2018-11-01,Kaffeesteuer,949,931,11,2018,95.0
119,2018-12-01,Kaffeesteuer,1057,1037,12,2018,106.0
