,Date,Category,Prior Year Total,Current Year Total,Month,Year,Monthly Total
20,2010-09-01,Tabaksteuer,9424,9397,9,2010,1175.0
21,2010-10-01,Tabaksteuer,10651,10595,10,2010,1198.0
22,2010-11-01,Tabaksteuer,11725,11685,11,2010,1090.0
23,2010-12-01,Tabaksteuer,13366,13492,12,2010,1807.0
24,2011-01-01,Tabaksteuer,374,335,1,2011,335.0
25,2011-02-01,Tabaksteuer,1196,1169,2,2011,834.0
26,2011-03-01,Tabaksteuer,2462,2893,3,2011,1724.0
27,2011-04-01,Tabaksteuer,3596,4062,4,2011,1169.0
28,2011-05-01,Tabaksteuer,4675,5167,5,2011,1105.0
29,2011-06-01,Tabaksteuer,5789,6193,6,2011,1026.0
30,2011-07-01,Tabaksteuer,7014,7235,7,2011,1042.0
31,2011-08-01,Tabaksteuer,8222,8430,8,2011,1195.0
32,2011-09-01,Tabaksteuer,9397,9611,9,2011,1181.0
33,2011-10-01,Tabaksteuer,10595,11015,10,2011,1404.0
34,2011-11-01,Tabaksteuer,11685,12279,11,2011,1264.0
35,2011-12-01,Tabaksteuer,13492,14414,12,2011,2135.0
36,2012-01-01,Tabaksteuer,335,376,1,2012,376.0
37,2012-02-01,Tabaksteuer,1169,1359,2,2012,983.0
38,2012-03-01,Tabaksteuer,2893,2305,3,2012,946.0
39,2012-04-01,Tabaksteuer,4062,3525,4,2012,1220.0
40,2012-05-01,Tabaksteuer,5167,4692,5,2012,1167.0
41,2012-06-01,Tabaksteuer,6193,5855,6,2012,1163.0
42,2012-07-01,Tabaksteuer,7235,7079,7,2012,1224.0
43,2012-08-01,Tabaksteuer,8430,8368,8,2012,1289.0
44,2012-09-01,Tabaksteuer,9611,9465,9,2012,1097.0
45,2012-10-01,Tabaksteuer,11015,10897,10,2012,1432.0
46,2012-11-01,Tabaksteuer,12279,12305,11,2012,1408.0
47,2012-12-01,Tabaksteuer,14414,14143,12,2012,1838.0
48,2013-01-01,Tabaksteuer,376,482,1,2013,482.0
49,2013-02-01,Tabaksteuer,1359,1301,2,2013,819.0
50,2013-03-01,Tabaksteuer,2305,2141,3,2013,840.0
51,2013-04-01,Tabaksteuer,3525,3466,4,2013,1325.0
52,2013-05-01,Tabaksteuer,4692,4655,5,2013,1189.0
53,2013-06-01,Tabaksteuer,5855,5646,6,2013,991.0
54,2013-07-01,Tabaksteuer,7079,6946,7,2013,1300.0
55,2013-08-01,Tabaksteuer,8368,8209,8,2013,1263.0
56,2013-09-01,Tabaksteuer,9465,9504,9,2013,1295.0
57,2013-10-01,Tabaksteuer,10897,10822,10,2013,1318.0
58,2013-11-01,Tabaksteuer,12305,12171,11,2013,1349.0
59,2013-12-01,Tabaksteuer,14143,13820,12,2013,1649.0
60,2014-01-01,Tabaksteuer,482,793,1,2014,793.0
61,2014-02-01,Tabaksteuer,1301,1515,2,2014,722.0
62,2014-03-01,Tabaksteuer,2141,2477,3,2014,962.0
63,2014-04-01,Tabaksteuer,3466,3733,4,2014,1256.0
64,2014-05-01,Tabaksteuer,4655,4947,5,2014,1214.0
65,2014-06-01,Tabaksteuer,5646,6186,6,2014,1239.0
66,2014-07-01,Tabaksteuer,6946,7370,7,2014,1184.0
67,2014-08-01,Tabaksteuer,8209,8669,8,2014,1299.0
68,2014-09-01,Tabaksteuer,9504,9921,9,2014,1252.0
69,2014-10-01,Tabaksteuer,10822,11262,10,2014,1341.0
70,2014-11-01,Tabaksteuer,12171,12619,11,2014,1357.0
71,2014-12-01,Tabaksteuer,13820,14612,12,2014,1993.0
72,2015-01-01,Tabaksteuer,793,513,1,2015,513.0
73,2015-02-01,Tabaksteuer,1515,1068,2,2015,555.0
74,2015-03-01,Tabaksteuer,2477,2223,3,2015,1155.0
75,2015-04-01,Tabaksteuer,3733,3550,4,2015,1327.0
76,2015-05-01,Tabaksteuer,4947,4789,5,2015,1239.0
77,2015-06-01,Tabaksteuer,6186,5906,6,2015,1117.0
78,2015-07-01,Tabaksteuer,7370,7279,7,2015,1373.0
79,2015-08-01,Tabaksteuer,8669,8686,8,2015,1407.0
80,2015-09-01,Tabaksteuer,9921,9887,9,2015,1201.0
81,2015-10-01,Tabaksteuer,11262,11255,10,2015,1368.0
82,2015-11-01,Tabaksteuer,12619,12680,11,2015,1425.0
83,2015-12-01,Tabaksteuer,14612,14921,12,2015,2241.0
84,2016-01-01,Tabaksteuer,513,556,1,2016,556.0
85,2016-02-01,Tabaksteuer,1068,1240,2,2016,684.0
86,2016-03-01,Tabaksteuer,2223,2722,3,2016,1482.0
87,2016-04-01,Tabaksteuer,3550,4321,4,2016,1599.0
88,2016-05-01,Tabaksteuer,4789,6012,5,2016,1691.0
89,2016-06-01,Tabaksteuer,5906,6861,6,2016,849.0
90,2016-07-01,Tabaksteuer,7279,7576,7,2016,715.0
91,2016-08-01,Tabaksteuer,8686,8701,8,2016,1125.0
92,2016-09-01,Tabaksteuer,9887,9871,9,2016,1170.0
93,2016-10-01,Tabaksteuer,11255,11109,10,2016,1238.0
94,2016-11-01,Tabaksteuer,12680,12264,11,2016,1155.0
95,2016-12-01,Tabaksteuer,14921,14186,12,2016,1922.0
96,2017-01-01,Tabaksteuer,556,432,1,2017,432.0
97,2017-02-01,Tabaksteuer,1240,1402,2,2017,970.0
98,2017-03-01,Tabaksteuer,2722,2637,3,2017,1235.0
99,2017-04-01,Tabaksteuer,4321,3855,4,2017,1218.0
100,2017-05-01,Tabaksteuer,6012,5001,5,2017,1146.0
101,2017-06-01,Tabaksteuer,6861,6271,6,2017,1270.0
102,2017-07-01,Tabaksteuer,7576,7478,7,2017,1207.0
103,2017-08-01,Tabaksteuer,8701,8801,8,2017,1323.0
104,2017-09-01,Tabaksteuer,9871,10138,9,2017,1337.0
105,2017-10-01,Tabaksteuer,11109,11148,10,2017,1010.0
106,2017-11-01,Tabaksteuer,12264,12525,11,2017,1377.0
107,2017-12-01,Tabaksteuer,14186,14399,12,2017,1874.0
108,2018-01-01,Tabaksteuer,432,332,1,2018,332.0
109,2018-02-01,Tabaksteuer,1402,1323,2,2018,991.0
110,2018-03-01,Tabaksteuer,2637,2425,3,2018,1102.0
111,2018-04-01,Tabaksteuer,3855,3386,4,2018,961.0
112,2018-05-01,Tabaksteuer,5001,4855,5,2018,1469.0
113,2018-06-01,Tabaksteuer,6271,5910,6,2018,1055.0
114,2018-07-01,Tabaksteuer,7478,7467,7,2018,1557.0
115,2018-08-01,Tabaksteuer,8801,8715,8,2018,1248.0
116,2018-09-01,Tabaksteuer,10138,9796,9,2018,1081.0
117,2018-10-01,Tabaksteuer,11148,11270,10,2018,1474.0
118,2018-11-01,Tabaksteuer,12525,12473,11,2018,1203.0
119,2018-12-01,Tabaksteuer,14399,14339,12,2018,1866.0
